epoch,accuracy,loss,ones_f_score,val_accuracy,val_loss,val_ones_f_score
0,0.8496218323707581,0.6429151296615601,0.28577545285224915,0.8373711705207825,0.6307035088539124,0.35632041096687317
1,0.8483406901359558,0.642043948173523,0.2854405641555786,0.8551880121231079,0.6499351263046265,0.29543429613113403
2,0.8492498993873596,0.6424737572669983,0.2848189175128937,0.8571900725364685,0.651935875415802,0.2942101061344147
3,0.8496401906013489,0.6434226632118225,0.28442490100860596,0.8431203365325928,0.6371269822120667,0.33665376901626587
4,0.8497458100318909,0.6445943713188171,0.2842060923576355,0.8384365439414978,0.6328251361846924,0.3428588807582855
5,0.8484417200088501,0.6430633664131165,0.28425443172454834,0.857061505317688,0.6533558368682861,0.2879538834095001
6,0.848473846912384,0.6420362591743469,0.2836206555366516,0.8517164587974548,0.6473501920700073,0.2947159707546234
7,0.8490570187568665,0.6422863602638245,0.28341934084892273,0.8382712006568909,0.6316472887992859,0.3366393744945526
8,0.8497503995895386,0.643800675868988,0.2833504378795624,0.8548022508621216,0.6495079398155212,0.2941305339336395
9,0.8503978848457336,0.644406259059906,0.2831778824329376,0.8498062491416931,0.6451479196548462,0.3309936225414276
10,0.8505678176879883,0.6461476683616638,0.28288429975509644,0.8380140662193298,0.6321362257003784,0.34517914056777954
11,0.8493371605873108,0.6432028412818909,0.2831076681613922,0.8593391180038452,0.655095636844635,0.2858045995235443
12,0.8504392504692078,0.6433761715888977,0.282473623752594,0.8327975869178772,0.6258007884025574,0.36619383096694946
13,0.8516010046005249,0.646579384803772,0.2823229134082794,0.8535716533660889,0.6494423747062683,0.3077428340911865
14,0.8511601686477661,0.6469550728797913,0.28246262669563293,0.8460959196090698,0.6413938999176025,0.3230989873409271
15,0.8507698178291321,0.644932210445404,0.28252795338630676,0.8470326662063599,0.6423280835151672,0.34270352125167847
16,0.8523219227790833,0.6472140550613403,0.2822951376438141,0.8426611423492432,0.6377647519111633,0.34214165806770325
17,0.8517341613769531,0.6456066966056824,0.2825290560722351,0.8459489941596985,0.6414238214492798,0.3095923364162445
18,0.8504989147186279,0.6454845070838928,0.28222671151161194,0.8465734720230103,0.6425639390945435,0.3307757079601288
19,0.8518306016921997,0.6480662822723389,0.2818374037742615,0.8491817116737366,0.6449269652366638,0.3234787881374359
20,0.8515183329582214,0.6460591554641724,0.2818787097930908,0.8524512052536011,0.6487739682197571,0.3089612126350403
21,0.8524872660636902,0.6477603316307068,0.2820253372192383,0.8515511751174927,0.6478596329689026,0.30256906151771545
0,0.8498790264129639,0.644280195236206,0.2826894223690033,0.859522819519043,0.6552401781082153,0.29334166646003723
0,0.8234797120094299,0.6091630458831787,0.334329754114151,0.8410815000534058,0.6351607441902161,0.34845614433288574
1,0.8493325710296631,0.6414839029312134,0.2929253876209259,0.8225483298301697,0.6131197214126587,0.3914806544780731
2,0.8485748767852783,0.6424170136451721,0.2910577952861786,0.83860182762146,0.6317358016967773,0.3356277644634247
3,0.8486575484275818,0.64163738489151,0.2901134788990021,0.8542144894599915,0.6496626734733582,0.29796192049980164
4,0.8493279814720154,0.6420504450798035,0.28885024785995483,0.8602575063705444,0.6542536020278931,0.30194616317749023
5,0.8484325408935547,0.6418419480323792,0.2884010076522827,0.8398141264915466,0.633663535118103,0.3415251672267914
6,0.8490294814109802,0.6426665186882019,0.28704023361206055,0.8491633534431458,0.6438208222389221,0.32560065388679504
7,0.8497458100318909,0.6439253091812134,0.28646060824394226,0.8505592942237854,0.6454281210899353,0.2954425811767578
8,0.8498468399047852,0.6431410908699036,0.285631388425827,0.8394283652305603,0.6334516406059265,0.35209375619888306
9,0.8503887057304382,0.6442248821258545,0.2852362096309662,0.8624800443649292,0.6561292409896851,0.2800601124763489
10,0.8501636981964111,0.6443701982498169,0.28523436188697815,0.8564370274543762,0.6518526077270508,0.3003883957862854
11,0.8502693176269531,0.6431570053100586,0.2846556007862091,0.8414672017097473,0.6345467567443848,0.33877837657928467
12,0.8502739071846008,0.6430573463439941,0.2845601737499237,0.8594126105308533,0.6545403599739075,0.28881317377090454
13,0.8501453399658203,0.6442606449127197,0.28430676460266113,0.8482266068458557,0.6436911821365356,0.32016900181770325
14,0.8508157730102539,0.6452182531356812,0.28426459431648254,0.8595778942108154,0.6552084684371948,0.28379297256469727
15,0.8502326011657715,0.6443449258804321,0.2841067910194397,0.8573554158210754,0.6531439423561096,0.2873983681201935
16,0.851357638835907,0.6453739404678345,0.2835373282432556,0.8458938598632812,0.6411857008934021,0.3123890161514282
17,0.850572407245636,0.6448278427124023,0.2836265563964844,0.842679500579834,0.6377347707748413,0.3268136978149414
18,0.8504208326339722,0.6443829536437988,0.2833210825920105,0.8523593544960022,0.6483705043792725,0.30050674080848694
19,0.8502371907234192,0.644659161567688,0.28315576910972595,0.8539206385612488,0.650050938129425,0.2943178117275238
20,0.8510086536407471,0.6451436281204224,0.283058226108551,0.8494572043418884,0.6451869010925293,0.32289406657218933
21,0.8507928252220154,0.6442276835441589,0.2828705608844757,0.8514226078987122,0.6468512415885925,0.3179633915424347
22,0.8502784967422485,0.6438140273094177,0.2829034626483917,0.8552063703536987,0.651080846786499,0.2961505651473999
23,0.8502784967422485,0.6450361609458923,0.2828938663005829,0.8453428149223328,0.6406162977218628,0.32959678769111633
24,0.849938690662384,0.6435234546661377,0.2823890149593353,0.8524512052536011,0.6485785841941833,0.3151068091392517
25,0.8503887057304382,0.6446128487586975,0.2825268805027008,0.8570798635482788,0.6521416902542114,0.2816935181617737
26,0.850104033946991,0.6438136696815491,0.28238099813461304,0.8492919206619263,0.6444790959358215,0.30836427211761475
27,0.8508157730102539,0.646043598651886,0.2824285924434662,0.8611575365066528,0.6558379530906677,0.2727850377559662
28,0.8515366911888123,0.644927442073822,0.2822464108467102,0.8464449048042297,0.6417427659034729,0.32132506370544434
29,0.8511647582054138,0.6462897658348083,0.2823600471019745,0.8456918001174927,0.6409395933151245,0.3255433738231659
30,0.8509076237678528,0.6447253227233887,0.2821134328842163,0.8604412078857422,0.655856192111969,0.2955538332462311
31,0.851977527141571,0.6457902789115906,0.2817654311656952,0.8579798936843872,0.6542694568634033,0.2958120107650757
32,0.8516423106193542,0.6459768414497375,0.282303124666214,0.8524512052536011,0.6482973694801331,0.2983541190624237
33,0.8517295718193054,0.6460355520248413,0.2818141281604767,0.848722517490387,0.6437544226646423,0.32444101572036743
34,0.8518443703651428,0.6452798843383789,0.2821632921695709,0.8467203974723816,0.6419294476509094,0.324391633272171
35,0.8514907956123352,0.645293653011322,0.2819494307041168,0.8440937995910645,0.6391898989677429,0.3207777142524719
36,0.8515183329582214,0.6462334394454956,0.28166359663009644,0.8555920720100403,0.6512241959571838,0.30257701873779297
37,0.8518764972686768,0.6470355987548828,0.2816914916038513,0.8465183973312378,0.6415240168571472,0.31630855798721313
38,0.8516882658004761,0.6462095975875854,0.2819209396839142,0.8463530540466309,0.6423377394676208,0.3350314497947693
39,0.8513025045394897,0.6464676856994629,0.2816356122493744,0.8471245169639587,0.6426472663879395,0.3381832242012024
40,0.852009654045105,0.6474440097808838,0.2816031575202942,0.8475469946861267,0.6426965594291687,0.3287748694419861
41,0.8518489599227905,0.6452394723892212,0.28155022859573364,0.8466469645500183,0.6420068144798279,0.32239651679992676
42,0.8515229225158691,0.6466869115829468,0.28126031160354614,0.8467755317687988,0.6418952345848083,0.317897766828537
43,0.851568877696991,0.6466338038444519,0.2815074324607849,0.8418896794319153,0.6363065838813782,0.3407609164714813
44,0.851646900177002,0.6469827890396118,0.28148725628852844,0.8522675037384033,0.6481298208236694,0.3080732226371765
45,0.8521015048027039,0.6463017463684082,0.2814386188983917,0.8427345752716064,0.6376261711120605,0.3382208049297333
46,0.8516698479652405,0.6459866762161255,0.28122416138648987,0.8597432374954224,0.6552016735076904,0.2848966717720032
47,0.85154128074646,0.645901083946228,0.28129705786705017,0.8478408455848694,0.6429613828659058,0.32171905040740967
48,0.8514218926429749,0.6461417078971863,0.28094884753227234,0.8534430265426636,0.6492078900337219,0.30190613865852356
49,0.8515458703041077,0.6468014121055603,0.28124937415122986,0.8453795909881592,0.6404005885124207,0.3221893906593323
50,0.8522760272026062,0.646809458732605,0.28111976385116577,0.8472163677215576,0.6427375078201294,0.32321175932884216
51,0.8509443402290344,0.6456394791603088,0.2812958061695099,0.8543798327445984,0.6503840088844299,0.31013017892837524
52,0.8516377210617065,0.6476057171821594,0.28110435605049133,0.843193769454956,0.6383688449859619,0.3309553265571594
53,0.8507376909255981,0.6449421048164368,0.2810940742492676,0.8566758036613464,0.6533089876174927,0.2952638566493988
54,0.8515504598617554,0.6465600728988647,0.28103482723236084,0.8457836508750916,0.6411841511726379,0.3387899100780487
55,0.8506596088409424,0.6450798511505127,0.2809982895851135,0.8501368165016174,0.6457524299621582,0.3163767158985138
56,0.8510774970054626,0.6459604501724243,0.2809598445892334,0.8538471460342407,0.6502812504768372,0.29689764976501465
57,0.8515918254852295,0.64597487449646,0.280864417552948,0.8434693217277527,0.638583242893219,0.3274223804473877
58,0.8510683178901672,0.6460049748420715,0.2807217538356781,0.8487408757209778,0.6441829800605774,0.33332568407058716
59,0.8512841463088989,0.645793616771698,0.28068578243255615,0.8417978286743164,0.6368755102157593,0.3450112044811249
0,0.8356806039810181,0.6245972514152527,0.3156859874725342,0.8602575063705444,0.6525800228118896,0.2792922258377075
1,0.8477069735527039,0.640017569065094,0.2922482192516327,0.8542512059211731,0.6490091681480408,0.30829185247421265
2,0.8481799960136414,0.639675498008728,0.2901296615600586,0.8343955874443054,0.6273850798606873,0.35662129521369934
3,0.8481983542442322,0.6416881084442139,0.28876420855522156,0.8667964935302734,0.6573941111564636,0.2738078236579895
4,0.8489146828651428,0.6419511437416077,0.28843387961387634,0.8385467529296875,0.6317391991615295,0.33628764748573303
5,0.8504621982574463,0.6445456743240356,0.28718405961990356,0.8363242149353027,0.6297063827514648,0.3504370152950287
6,0.8493371605873108,0.6441889405250549,0.2865331768989563,0.8568227291107178,0.6526866555213928,0.3038630187511444
7,0.8502326011657715,0.6439138054847717,0.2860054075717926,0.8491266369819641,0.6442552804946899,0.3309277892112732
8,0.850044310092926,0.6444147229194641,0.28596240282058716,0.8527266979217529,0.6478304266929626,0.2951330244541168
9,0.8493279814720154,0.6431065201759338,0.2854675352573395,0.8690006136894226,0.6608988046646118,0.2631388008594513
10,0.8491580486297607,0.6437298655509949,0.28502076864242554,0.8403283953666687,0.634274959564209,0.3356308341026306
11,0.8489238619804382,0.643718421459198,0.2846681475639343,0.8480796217918396,0.6433443427085876,0.3081039488315582
12,0.8502280116081238,0.6445819735527039,0.2844250202178955,0.8354793190956116,0.6290457248687744,0.3568231761455536
13,0.849970817565918,0.6425559520721436,0.2843414545059204,0.8440754413604736,0.6388819217681885,0.32768046855926514
14,0.8494932651519775,0.6420265436172485,0.28444787859916687,0.8514042496681213,0.6467042565345764,0.3007238507270813
15,0.8497596383094788,0.6430788040161133,0.28435975313186646,0.8515328168869019,0.6467560529708862,0.32311299443244934
16,0.8504254221916199,0.6439260840415955,0.2839757800102234,0.845655083656311,0.6406801342964172,0.33812227845191956
17,0.8486621379852295,0.6414476633071899,0.2842347025871277,0.8429182767868042,0.6372706294059753,0.3267733156681061
18,0.8494978547096252,0.6430547833442688,0.2836884558200836,0.8431386947631836,0.6377964615821838,0.3484969735145569
19,0.8503198027610779,0.643990695476532,0.28376221656799316,0.8506144285202026,0.6457319855690002,0.304208368062973
20,0.8489698171615601,0.6418354511260986,0.2834419012069702,0.8572452068328857,0.6523284912109375,0.2858220338821411
21,0.8498882055282593,0.6443740129470825,0.2832019031047821,0.8506511449813843,0.6462206840515137,0.31007814407348633
22,0.8497412204742432,0.6428096294403076,0.28330332040786743,0.8340466022491455,0.627055823802948,0.34794288873672485
23,0.8505815863609314,0.6443039178848267,0.28379908204078674,0.8439285159111023,0.6386971473693848,0.33563554286956787
24,0.850287675857544,0.643397331237793,0.2831929326057434,0.8572084307670593,0.6533327698707581,0.29281315207481384
25,0.8504759669303894,0.6437913179397583,0.2833496332168579,0.843432605266571,0.6381235122680664,0.3377443850040436
26,0.8505172729492188,0.6442625522613525,0.2830336391925812,0.8554267883300781,0.6513636708259583,0.2979682385921478
27,0.8506137132644653,0.6446484923362732,0.28308576345443726,0.8488694429397583,0.6442773342132568,0.31981509923934937
28,0.8507009744644165,0.6452114582061768,0.2826574146747589,0.8475469946861267,0.6428320407867432,0.3213372230529785
29,0.8500580787658691,0.6450198888778687,0.2826816141605377,0.8398324847221375,0.6339801549911499,0.3458865284919739
30,0.849998414516449,0.6443930268287659,0.282650887966156,0.8433774709701538,0.6383056640625,0.3375494182109833
31,0.8501636981964111,0.6437762379646301,0.2827591001987457,0.851018488407135,0.646673858165741,0.30982765555381775
32,0.8506274819374084,0.6428430080413818,0.28249692916870117,0.8498796820640564,0.645408034324646,0.31345653533935547
33,0.8501453399658203,0.6437879800796509,0.28255510330200195,0.8515328168869019,0.6475335955619812,0.296725869178772
34,0.8507376909255981,0.6444424390792847,0.28252363204956055,0.8535716533660889,0.6499866247177124,0.3000263273715973
35,0.8505035042762756,0.6440474987030029,0.28240957856178284,0.8370038270950317,0.631169855594635,0.3475200831890106
36,0.8508754372596741,0.6464107632637024,0.2823326289653778,0.8415223360061646,0.6363656520843506,0.33627378940582275
37,0.8501774668693542,0.6449916362762451,0.2824651896953583,0.8567125201225281,0.6526837348937988,0.28886061906814575
38,0.8497779965400696,0.6439269185066223,0.28221380710601807,0.8451958894729614,0.6399297118186951,0.3253357410430908
39,0.8505632281303406,0.6456705331802368,0.2823828160762787,0.8516062498092651,0.647245466709137,0.30407801270484924
40,0.8507606387138367,0.6449211239814758,0.28230908513069153,0.8583472371101379,0.6539214253425598,0.2921474575996399
41,0.8500626683235168,0.643858015537262,0.2817670702934265,0.8427897095680237,0.6376462578773499,0.343210369348526
42,0.8506320714950562,0.6449487805366516,0.28208231925964355,0.8537920117378235,0.650438666343689,0.28463321924209595
43,0.850361168384552,0.6460197567939758,0.28209051489830017,0.8449387550354004,0.639704167842865,0.318010538816452
44,0.850512683391571,0.6449194550514221,0.28190305829048157,0.8383446931838989,0.6322267651557922,0.34362125396728516
45,0.8512611985206604,0.6453604698181152,0.2817961573600769,0.855022668838501,0.6513481140136719,0.2886658310890198
46,0.8508387207984924,0.6463916301727295,0.2817291021347046,0.8547104597091675,0.6514096260070801,0.30133599042892456
47,0.8491626381874084,0.6419330835342407,0.2816261053085327,0.8468490242958069,0.6421368718147278,0.331844300031662
48,0.851403534412384,0.6459618210792542,0.2817986309528351,0.8524879217147827,0.6488126516342163,0.29113444685935974
49,0.8513668179512024,0.6459972262382507,0.2815939486026764,0.8486123085021973,0.6442422270774841,0.3239394724369049
50,0.8519683480262756,0.647799551486969,0.2816232740879059,0.8503021597862244,0.6463347673416138,0.29820820689201355
51,0.8510958552360535,0.6464518904685974,0.2813117802143097,0.8469224572181702,0.6424388885498047,0.3163833022117615
52,0.8510866761207581,0.6453006863594055,0.2817012667655945,0.8547288179397583,0.6491710543632507,0.29634493589401245
53,0.8505586385726929,0.6454939842224121,0.28163331747055054,0.8470326662063599,0.6426568031311035,0.31883180141448975
54,0.8505632281303406,0.6426757574081421,0.2815561592578888,0.856124758720398,0.6528305411338806,0.2970600724220276
55,0.8513346314430237,0.6448448896408081,0.28157928586006165,0.8535716533660889,0.6499583721160889,0.3003528416156769
56,0.8505815863609314,0.6444379091262817,0.2811785936355591,0.8572452068328857,0.6541329026222229,0.2887779474258423
57,0.8510729074478149,0.6460487246513367,0.2811420261859894,0.8498796820640564,0.6458609104156494,0.3067502975463867
58,0.8500121831893921,0.6443367600440979,0.281117707490921,0.8511286973953247,0.6472785472869873,0.3079841434955597
59,0.8507698178291321,0.6465957760810852,0.28128448128700256,0.8457285761833191,0.6408860683441162,0.3340418338775635
60,0.8505310416221619,0.6450855135917664,0.2811097204685211,0.8461877703666687,0.6416637897491455,0.3189912736415863
61,0.8515504598617554,0.647381067276001,0.2809782028198242,0.8497694730758667,0.6456707715988159,0.3110361397266388
62,0.8506091237068176,0.647042453289032,0.2809806764125824,0.8493102788925171,0.6450414061546326,0.3120155930519104
63,0.8511326313018799,0.6456169486045837,0.2807717025279999,0.8513491153717041,0.6476852893829346,0.3125014007091522
64,0.8516055941581726,0.6464284062385559,0.2807469367980957,0.8545818328857422,0.6506943106651306,0.30106255412101746
65,0.8517892360687256,0.6471622586250305,0.2807427644729614,0.8569329380989075,0.6533045768737793,0.2984498143196106
66,0.8515734672546387,0.6472305059432983,0.2807544767856598,0.8470693826675415,0.6427710056304932,0.31575649976730347
67,0.8507376909255981,0.6444763541221619,0.2805759608745575,0.8532593846321106,0.6495783925056458,0.30196934938430786
68,0.8514310717582703,0.6463449001312256,0.28062814474105835,0.8493286371231079,0.6454893350601196,0.3061062693595886
69,0.8508341312408447,0.6454872488975525,0.28104478120803833,0.8589166402816772,0.6551747918128967,0.2828924059867859
70,0.8511234521865845,0.6462308168411255,0.2806922495365143,0.84633469581604,0.6419209837913513,0.31675562262535095
71,0.8508524894714355,0.6462322473526001,0.2807692885398865,0.8543246984481812,0.6507932543754578,0.29401665925979614
72,0.8517020344734192,0.6465491652488708,0.2805509567260742,0.8563451766967773,0.6530390977859497,0.2956986129283905
73,0.8513851761817932,0.6467167735099792,0.28080829977989197,0.8528552651405334,0.6494956612586975,0.30670061707496643
74,0.8507882356643677,0.6433926224708557,0.2807042598724365,0.8554267883300781,0.6518634557723999,0.2911817729473114
75,0.8516193628311157,0.6469447016716003,0.28043249249458313,0.8376283645629883,0.632185161113739,0.3602893650531769
76,0.8516560792922974,0.6475737690925598,0.28036919236183167,0.8444060683250427,0.6398783922195435,0.32565245032310486
77,0.8515734672546387,0.6472297310829163,0.2806113660335541,0.844975471496582,0.6405520439147949,0.3264503479003906
78,0.8511922955513,0.6466031670570374,0.28078868985176086,0.8492919206619263,0.6458436846733093,0.3083452582359314
79,0.8512336611747742,0.6455501317977905,0.28091365098953247,0.8444427847862244,0.6400512456893921,0.32193344831466675
80,0.8508754372596741,0.6449346542358398,0.28078997135162354,0.8444244265556335,0.6396105885505676,0.33097603917121887
81,0.8510316014289856,0.6452975273132324,0.2803550958633423,0.851624608039856,0.6482004523277283,0.30134010314941406
82,0.8517020344734192,0.6470147967338562,0.28043848276138306,0.857741117477417,0.6540087461471558,0.2977854907512665
83,0.8527076840400696,0.6474674940109253,0.2808278203010559,0.8522124290466309,0.6488111019134521,0.3068649172782898
84,0.8519454002380371,0.6461952328681946,0.28074830770492554,0.8506878614425659,0.6467753648757935,0.3069852590560913
85,0.8522530794143677,0.6472048163414001,0.2805362641811371,0.8515878915786743,0.6477558612823486,0.3102392554283142
86,0.8527994751930237,0.647750735282898,0.28049206733703613,0.8608085513114929,0.657669723033905,0.2903473377227783
87,0.852220892906189,0.6467285752296448,0.2805335819721222,0.8519736528396606,0.6480985283851624,0.3078096807003021
88,0.8510912656784058,0.6465215086936951,0.28033849596977234,0.851624608039856,0.6480547189712524,0.3063028156757355
89,0.8517158031463623,0.6466348767280579,0.28023242950439453,0.8492368459701538,0.6452876329421997,0.3106013238430023
90,0.8509856462478638,0.6456795930862427,0.28004127740859985,0.8507797122001648,0.6471331715583801,0.29833105206489563
91,0.8504300117492676,0.6446175575256348,0.2804715931415558,0.846940815448761,0.6428306102752686,0.33273762464523315
92,0.8516331315040588,0.6469109654426575,0.28052088618278503,0.8426611423492432,0.6370296478271484,0.33407726883888245
93,0.8506550192832947,0.6453030705451965,0.280531108379364,0.8602942824363708,0.6562625765800476,0.2834976613521576
94,0.8526663184165955,0.6485832929611206,0.28084832429885864,0.8494939804077148,0.6458522081375122,0.3269394636154175
95,0.8524275422096252,0.648413896560669,0.2805382311344147,0.8463530540466309,0.6421393156051636,0.3246592879295349
96,0.8511555790901184,0.6461395621299744,0.2804844379425049,0.847363293170929,0.6431570053100586,0.3298256993293762
97,0.852400004863739,0.6482396125793457,0.2800656855106354,0.8473265767097473,0.6433291435241699,0.31951162219047546
98,0.8521336913108826,0.6472764015197754,0.28074193000793457,0.8353323936462402,0.6292967200279236,0.34668591618537903
99,0.8494978547096252,0.6443110108375549,0.28022775053977966,0.8459122180938721,0.6414485573768616,0.32237833738327026
