epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.8437532782554626,0.6294384598731995,0.31073006987571716,0.8195727467536926,0.6095867156982422,0.38388141989707947
1,0.8478814959526062,0.6390529870986938,0.29341670870780945,0.8699557185173035,0.6594027280807495,0.25735601782798767
2,0.8480330109596252,0.6394806504249573,0.2910690903663635,0.8078356981277466,0.5963564515113831,0.438324511051178
3,0.849364697933197,0.643492579460144,0.2894674837589264,0.8525430560112,0.6475176215171814,0.3124634027481079
4,0.850104033946991,0.6431508660316467,0.2888295352458954,0.8301526308059692,0.6220929026603699,0.3667892515659332
5,0.8487585783004761,0.640792727470398,0.2877548336982727,0.8540124297142029,0.6487144827842712,0.291871041059494
6,0.848639190196991,0.6413132548332214,0.2871977686882019,0.8411365747451782,0.6351504325866699,0.35002219676971436
7,0.8486529588699341,0.6423255205154419,0.2869740426540375,0.839281439781189,0.6328675746917725,0.3366984724998474
8,0.8480192422866821,0.6416661143302917,0.2863426208496094,0.8407692313194275,0.6348221302032471,0.3251667320728302
9,0.849213182926178,0.642092227935791,0.28651341795921326,0.8412284255027771,0.6353461146354675,0.3448604345321655
10,0.8495162129402161,0.6433489918708801,0.2858600914478302,0.8457469344139099,0.6403440833091736,0.3165832459926605
11,0.8496953248977661,0.6433862447738647,0.28557851910591125,0.8586044311523438,0.6538604497909546,0.2948515713214874
12,0.8506688475608826,0.643864095211029,0.28530800342559814,0.8349466323852539,0.6277575492858887,0.35289233922958374
13,0.8492407202720642,0.6427517533302307,0.28533750772476196,0.8553900122642517,0.6509650945663452,0.3053106367588043
14,0.8497779965400696,0.6456142067909241,0.28489142656326294,0.848042905330658,0.6432942748069763,0.33381563425064087
15,0.8501636981964111,0.643059492111206,0.2846923768520355,0.8565104603767395,0.6513622999191284,0.2977170944213867
16,0.8507147431373596,0.6453856825828552,0.28467825055122375,0.8444244265556335,0.6393238306045532,0.33073890209198
17,0.8508203625679016,0.6449549794197083,0.2841997444629669,0.8493102788925171,0.6445849537849426,0.31866174936294556
18,0.849833071231842,0.6428162455558777,0.2843590974807739,0.8505592942237854,0.6458241939544678,0.3320692777633667
19,0.8503014445304871,0.645592987537384,0.28398823738098145,0.8601840734481812,0.6559658646583557,0.275010347366333
20,0.8497090935707092,0.6439298391342163,0.2837931215763092,0.8583840131759644,0.6545723080635071,0.28518009185791016
21,0.8496126532554626,0.6428627371788025,0.28379759192466736,0.840714156627655,0.6356368064880371,0.34554824233055115
22,0.8504024744033813,0.644444465637207,0.28374314308166504,0.8453060984611511,0.6400936841964722,0.3214194178581238
23,0.850044310092926,0.6445269584655762,0.2834503650665283,0.8522124290466309,0.6482495069503784,0.300996333360672
24,0.8498101234436035,0.6425558924674988,0.2832530438899994,0.8497694730758667,0.6446908116340637,0.3055953085422516
25,0.8493003845214844,0.6430601477622986,0.28321191668510437,0.8528185486793518,0.6491183042526245,0.29515159130096436
26,0.8499754071235657,0.6445482969284058,0.2831677198410034,0.8514960408210754,0.6473292708396912,0.3061996400356293
27,0.8502326011657715,0.6440281867980957,0.28322339057922363,0.8495123386383057,0.6446177959442139,0.31919628381729126
28,0.8513530492782593,0.6469845771789551,0.2828357517719269,0.8450121879577637,0.6397387385368347,0.31512749195098877
29,0.8504116535186768,0.6440379619598389,0.28279203176498413,0.8543798327445984,0.6502600312232971,0.30711132287979126
30,0.8504621982574463,0.6440311074256897,0.28288233280181885,0.8491082191467285,0.6446235775947571,0.3058491349220276
31,0.850287675857544,0.6440662145614624,0.2824719548225403,0.8442407846450806,0.6393299102783203,0.33015501499176025
32,0.8503428101539612,0.644605278968811,0.2828311622142792,0.8509817719459534,0.6468691825866699,0.30910661816596985
33,0.8504438400268555,0.6449760794639587,0.28252658247947693,0.8525430560112,0.648906946182251,0.3164692521095276
34,0.8512611985206604,0.646237313747406,0.2824211120605469,0.8528185486793518,0.6489818096160889,0.29784491658210754
35,0.8510499596595764,0.6457790732383728,0.28242793679237366,0.8556839227676392,0.652248203754425,0.291736364364624
36,0.8506872057914734,0.6447101831436157,0.2824613153934479,0.8437999486923218,0.6385193467140198,0.3370439112186432
37,0.850572407245636,0.6456363797187805,0.28238603472709656,0.848300039768219,0.6438307166099548,0.32400810718536377
38,0.8511050343513489,0.6448104977607727,0.2823777198791504,0.8516797423362732,0.6473636031150818,0.31663286685943604
39,0.851224422454834,0.6455211639404297,0.28244656324386597,0.849402129650116,0.6451172828674316,0.3158440887928009
40,0.8511831164360046,0.6462799906730652,0.28212228417396545,0.8522491455078125,0.6481070518493652,0.31460610032081604
41,0.8518673181533813,0.6456912755966187,0.28241172432899475,0.8449387550354004,0.6397755742073059,0.331784188747406
42,0.851435661315918,0.6458950042724609,0.282316654920578,0.8461326360702515,0.6413186192512512,0.33278676867485046
43,0.8511693477630615,0.6461958289146423,0.2821512818336487,0.8446081280708313,0.6395147442817688,0.3329485058784485
44,0.8512841463088989,0.6459575891494751,0.28203651309013367,0.8582554459571838,0.6544178128242493,0.28731468319892883
45,0.8517020344734192,0.6460947394371033,0.2819918394088745,0.8566023111343384,0.6519873738288879,0.2902223765850067
46,0.8510086536407471,0.6462670564651489,0.28219741582870483,0.8478959798812866,0.6429316997528076,0.3232475817203522
47,0.8506274819374084,0.6450963020324707,0.2819618880748749,0.8498062491416931,0.6450523138046265,0.31606993079185486
48,0.8502371907234192,0.6443142294883728,0.2821188271045685,0.850834846496582,0.647047221660614,0.30251723527908325
49,0.850678026676178,0.6448534727096558,0.2818346619606018,0.850944995880127,0.6464124917984009,0.30406445264816284
50,0.850361168384552,0.6450849175453186,0.282210111618042,0.8598534464836121,0.6552419066429138,0.2890254855155945
51,0.8517341613769531,0.6458515524864197,0.28155460953712463,0.8472347259521484,0.6424530148506165,0.3152003288269043
52,0.8510683178901672,0.6458135843276978,0.281968891620636,0.841999888420105,0.636908233165741,0.3493573069572449
53,0.8512290716171265,0.6461353302001953,0.2819123864173889,0.8527450561523438,0.6488935351371765,0.31227099895477295
54,0.8507331013679504,0.6458272337913513,0.28172338008880615,0.8490715026855469,0.6442508697509766,0.3189880847930908
55,0.8502693176269531,0.6443135142326355,0.28182727098464966,0.8546186089515686,0.65076744556427,0.3099484145641327
56,0.8521382808685303,0.6466612219810486,0.2816433310508728,0.8452326059341431,0.6401762366294861,0.32161885499954224
57,0.8505218625068665,0.6451311707496643,0.2816035747528076,0.8531675338745117,0.6492515206336975,0.28962481021881104
58,0.8515596389770508,0.6474511623382568,0.2818199396133423,0.8466836810112,0.6419273018836975,0.31282681226730347
59,0.8517892360687256,0.6460573077201843,0.2816792130470276,0.847014307975769,0.6418775916099548,0.3082856237888336
60,0.8519637584686279,0.646815836429596,0.2818080186843872,0.8472163677215576,0.6428335309028625,0.31532013416290283
61,0.8516836762428284,0.6466293931007385,0.28166434168815613,0.8493837714195251,0.6448095440864563,0.3298048675060272
62,0.8505815863609314,0.6458945870399475,0.2816207706928253,0.8537185788154602,0.6493640542030334,0.29860353469848633
63,0.8516331315040588,0.645807683467865,0.2816195785999298,0.8521756529808044,0.6480967998504639,0.3163396418094635
64,0.8508111834526062,0.6446634531021118,0.28161829710006714,0.8473449349403381,0.6433287858963013,0.3263034522533417
65,0.8518122434616089,0.6467528343200684,0.2814226448535919,0.8514226078987122,0.6471099853515625,0.30881184339523315
66,0.8517754673957825,0.6454522013664246,0.281838983297348,0.8476755619049072,0.6432770490646362,0.3297702372074127
67,0.8514770269393921,0.6471886038780212,0.28164142370224,0.8510001301765442,0.647006094455719,0.3099783658981323
68,0.8518627285957336,0.6455965042114258,0.28182849287986755,0.8583656549453735,0.6542646288871765,0.2835697531700134
69,0.8519867062568665,0.6469930410385132,0.2814512550830841,0.8382895588874817,0.6329112648963928,0.34151723980903625
70,0.8510453701019287,0.6453505754470825,0.28175076842308044,0.8486123085021973,0.6442679762840271,0.3129398226737976
71,0.8510866761207581,0.6449974179267883,0.28130772709846497,0.848722517490387,0.6445172429084778,0.3013133406639099
72,0.8498744368553162,0.6437578201293945,0.28145137429237366,0.8500082492828369,0.6452487111091614,0.30502113699913025
73,0.850678026676178,0.6455437541007996,0.28164514899253845,0.8512572646141052,0.6473023891448975,0.3161519765853882
74,0.8516514897346497,0.6457396149635315,0.28142431378364563,0.8475653529167175,0.6434807181358337,0.32322657108306885
75,0.8515826463699341,0.6462723612785339,0.2813582420349121,0.85441654920578,0.6507759690284729,0.3126446008682251
76,0.8512749671936035,0.6465848684310913,0.28140321373939514,0.8477306365966797,0.6434491872787476,0.32316938042640686
77,0.8509810566902161,0.6455785036087036,0.2810482978820801,0.8514960408210754,0.6480329632759094,0.3123812973499298
78,0.8507974147796631,0.645278811454773,0.2812405228614807,0.8535716533660889,0.6499542593955994,0.3080310523509979
79,0.8510453701019287,0.6461142301559448,0.2811928987503052,0.842679500579834,0.6377485394477844,0.33315229415893555
80,0.8499432802200317,0.6449015736579895,0.28133276104927063,0.8585309386253357,0.6547589302062988,0.29211506247520447
81,0.851357638835907,0.6456822752952576,0.28123757243156433,0.8544900417327881,0.6510338187217712,0.30326879024505615
82,0.851509153842926,0.6459488868713379,0.28152427077293396,0.8480245471000671,0.6438255906105042,0.3155902922153473
83,0.8498606085777283,0.6443402767181396,0.28112778067588806,0.838858962059021,0.6335618495941162,0.3345555365085602
84,0.8502326011657715,0.644925057888031,0.2812742590904236,0.8560329079627991,0.651930570602417,0.3025254011154175
85,0.8513254523277283,0.6452344655990601,0.2811942398548126,0.8442407846450806,0.6391943097114563,0.32317042350769043
86,0.8505540490150452,0.6459362506866455,0.28126686811447144,0.8534246683120728,0.6493654847145081,0.2926829755306244
87,0.8506688475608826,0.6436771750450134,0.2812853455543518,0.8481714725494385,0.643872857093811,0.3194557726383209
88,0.8516836762428284,0.6468704342842102,0.2809789478778839,0.8515695333480835,0.6477438807487488,0.31896722316741943
89,0.8512198328971863,0.6463445425033569,0.2813141942024231,0.8432489037513733,0.6385179758071899,0.3325742185115814
90,0.8502830862998962,0.6456502676010132,0.28122949600219727,0.8500082492828369,0.6454554796218872,0.314654678106308
91,0.8514724373817444,0.6456875801086426,0.28107351064682007,0.8472347259521484,0.6428210735321045,0.31891611218452454
92,0.8513116836547852,0.6458709836006165,0.2810584604740143,0.8586962223052979,0.65447598695755,0.29156920313835144
93,0.8517387509346008,0.6468429565429688,0.28092122077941895,0.847436785697937,0.6428197026252747,0.332394540309906
94,0.8516101837158203,0.6469641923904419,0.2807794213294983,0.8500266075134277,0.6458727121353149,0.31066223978996277
95,0.8507928252220154,0.6453666687011719,0.280967652797699,0.8491633534431458,0.6449965238571167,0.32384586334228516
96,0.8507285118103027,0.6450437903404236,0.2808760106563568,0.8551328778266907,0.6512637138366699,0.3019249439239502
97,0.8509489297866821,0.6459664106369019,0.281089723110199,0.8486674427986145,0.6440881490707397,0.3171311914920807
98,0.8511693477630615,0.6446275115013123,0.2810242474079132,0.8384549021720886,0.6331074833869934,0.3423953950405121
99,0.8503703474998474,0.6441613435745239,0.28083786368370056,0.851018488407135,0.6469690799713135,0.3214712142944336
100,0.8514402508735657,0.6466424465179443,0.28137969970703125,0.8416692614555359,0.6362116932868958,0.33270949125289917
101,0.8510224223136902,0.6458567976951599,0.2807063162326813,0.8303179740905762,0.6229551434516907,0.36956730484962463
0,0.6287055611610413,0.31130069494247437,0.6387255787849426,0.3546800911426544
